House Size (Acres),Number of Bedrooms,Number of Bathrooms,Year Built,Distance from City Center (km),Price (Lakhs to Crores)
1.88,6,1,1963,49.28,994.52
2.16,6,2,2022,32.83,212.15
3.44,3,2,2011,47.31,761.14
3.67,1,4,2013,37.79,951.22
1.98,5,1,1954,7.57,601.89
4.61,3,1,1999,3.02,887.99
0.2,4,4,1989,23.53,251.57
4.44,5,4,1987,42.61,943.66
0.65,6,1,2000,7.41,302.11
1.09,3,1,2000,45.43,309.2
4.44,5,2,2013,42.57,958.09
1.73,3,1,1986,48.48,56.45
1.71,2,1,1963,21.48,594.03
2.84,5,2,1975,42.19,955.41
4.98,4,3,1961,20.28,592.29
1.19,3,3,1991,43.74,892.09
0.92,5,1,1995,14.51,301.58
0.69,6,3,2014,22.88,905.49
3.47,3,4,1995,17.99,55.64
2.45,6,1,1968,7.86,91.69
2.9,3,3,1973,23.16,259.9
0.53,1,2,2007,35.98,203.98
4.47,1,1,1951,20.76,241.32
2.47,1,4,1999,28.37,777.81
4.2,2,2,2017,9.37,947.06
0.26,3,3,1998,20.19,272.46
3.93,3,4,1955,49.85,848.03
1.29,1,1,1973,46.75,569.73
4.35,1,3,1984,7.03,162.5
4.05,4,1,1971,35.26,381.29
4.37,5,3,2018,6.4,211.06
1.52,5,4,1977,18.74,373.38
2.86,2,1,1966,38.36,542.08
4.18,3,4,1964,45.11,545.31
2.91,3,4,1990,43.38,541.46
3.11,1,1,1972,35.17,68.44
0.94,4,4,1951,20.81,673.53
1.81,3,1,1954,2.31,569.79
3.72,3,4,1981,20.11,857.86
3.75,1,3,1956,23.35,206.64
4.94,3,3,2000,31.68,162.1
1.11,5,1,2007,25.82,856.98
1.83,1,4,2005,13.84,450.94
1.59,3,1,2020,34.25,303.28
1.29,3,2,2022,39.69,489.27
0.72,2,1,1983,6.29,363.17
2.14,3,1,1968,13.19,496.34
0.83,4,4,2003,15.76,882.01
0.31,2,1,1977,7.12,269.6
3.0,1,3,1974,1.6,708.99
3.04,2,1,1970,47.09,804.63
3.97,4,3,2022,25.75,598.54
3.3,3,4,1973,20.05,648.61
3.67,6,4,1960,29.62,100.04
1.84,3,3,1965,9.65,188.68
4.39,1,1,1952,16.45,411.66
4.81,1,1,2013,30.16,583.37
0.63,5,4,2018,6.99,486.91
3.23,3,3,1994,13.52,232.94
3.53,6,3,1978,34.76,809.44
3.48,2,4,1958,34.11,763.24
3.36,2,2,1959,47.65,165.79
4.94,1,4,1991,33.8,56.96
0.65,3,2,1980,38.85,203.51
4.24,5,4,2021,5.46,665.12
1.39,5,2,1975,35.63,493.67
1.16,1,2,1983,10.64,159.07
1.62,3,1,1980,2.7,822.8
4.24,5,4,2018,36.45,737.71
4.61,6,4,1981,28.79,679.87
2.73,1,2,2001,13.32,502.98
3.58,4,1,2004,30.57,767.4
4.31,4,1,1987,36.04,681.61
1.44,4,1,1991,6.43,647.78
0.61,2,4,1962,22.89,878.64
2.59,1,2,1969,40.65,642.3
1.22,3,1,2000,28.35,407.04
2.2,6,2,2019,32.64,727.15
2.31,1,4,2018,34.41,143.76
3.78,3,1,1980,20.54,984.01
1.76,6,3,1951,39.54,356.09
4.24,1,4,2020,26.29,364.29
2.97,6,2,1965,5.45,798.84
0.51,6,1,1980,24.77,168.9
4.34,2,3,2017,42.21,853.1
0.86,6,1,1957,5.1,956.2
3.59,4,4,2001,36.7,607.76
1.64,4,4,2022,35.0,665.9
2.03,1,2,2002,38.66,956.05
2.28,6,4,2005,27.72,482.39
0.41,5,2,1965,8.61,795.67
4.28,2,1,2018,42.94,600.57
4.2,1,2,2014,9.64,615.32
2.29,4,3,1985,22.12,56.56
2.17,1,4,2003,41.89,557.22
0.12,3,1,1972,9.53,47.57
1.08,1,1,1983,32.94,568.42
1.11,4,1,2014,31.46,136.87
4.97,6,2,1972,23.24,567.49
2.65,1,3,1977,21.75,373.95
4.43,6,4,2017,20.97,654.18
0.91,4,3,1984,8.3,84.74
0.2,2,3,1973,47.35,422.61
2.33,6,3,1997,41.68,195.29
1.82,5,2,2001,36.12,325.38
0.65,6,2,1995,43.59,299.43
1.34,2,3,1959,11.83,45.97
3.9,6,4,1972,47.93,398.76
1.37,1,2,2014,4.09,613.59
4.5,4,2,1965,37.61,968.12
2.61,5,4,1966,37.83,987.08
1.72,3,3,1984,26.43,969.78
2.26,5,4,1996,35.26,447.78
0.38,2,2,1969,13.56,688.48
2.61,2,4,2003,28.5,558.2
2.74,3,2,1963,11.46,64.52
3.23,2,4,1998,28.45,202.14
3.25,2,1,1984,39.54,800.08
2.17,1,1,1982,10.17,168.43
1.22,4,1,1952,4.07,78.93
3.66,6,1,1967,29.0,967.25
4.06,4,3,1978,31.58,548.07
1.33,1,2,1994,4.94,524.19
4.02,3,4,2019,9.88,47.62
2.82,6,1,1995,37.29,175.34
4.47,4,2,1972,24.45,445.0
4.16,6,1,2006,24.06,703.34
3.66,1,2,1981,39.16,821.95
0.66,6,2,1980,1.09,997.63
4.82,5,3,2006,37.42,84.71
1.66,2,1,1974,34.32,994.13
3.73,5,2,1955,36.93,930.41
3.7,1,3,1993,39.69,339.5
0.82,1,1,1991,5.22,21.46
2.12,5,3,2004,28.91,242.79
0.82,6,3,2003,18.43,486.43
0.52,1,1,1967,39.98,43.03
2.75,6,3,2007,3.82,596.15
4.24,2,1,1962,5.34,758.61
2.94,4,1,1999,35.56,386.14
2.58,2,2,2019,34.97,402.59
0.11,6,3,1956,41.5,881.21
1.63,5,4,1955,23.28,740.85
0.79,5,4,1959,18.26,310.29
1.2,6,4,1953,13.66,125.18
2.71,4,1,2006,7.05,790.5
0.25,3,1,1979,28.01,445.85
3.58,3,2,1969,25.29,698.33
4.32,3,2,2020,39.12,241.81
3.4,2,3,1999,41.84,569.65
4.43,2,1,1950,14.55,843.68
1.97,5,3,1977,10.64,53.83
1.5,1,1,1971,30.69,213.71
4.46,5,4,1990,38.37,466.2
1.93,2,2,1971,16.7,591.47
4.09,1,1,2009,45.64,373.79
3.15,3,1,2020,14.99,132.68
0.96,5,2,1957,48.22,839.92
0.33,1,2,2017,36.74,643.33
4.02,3,3,2009,1.51,477.33
1.87,3,4,1954,45.36,913.34
3.2,1,3,2015,17.01,570.56
1.81,5,1,1973,30.91,543.12
2.37,3,4,1993,6.66,921.46
2.56,3,3,1955,43.22,967.96
1.4,6,1,1974,20.19,192.96
2.26,6,3,2010,45.24,539.21
1.51,3,2,1974,11.65,400.37
4.51,5,2,1960,23.85,309.77
3.22,2,2,2018,46.81,562.91
1.95,5,3,1981,9.35,405.05
1.38,4,4,1988,35.12,705.13
2.37,4,3,1972,49.48,462.45
0.86,6,1,1996,4.22,895.8
1.69,3,3,1998,8.8,690.0
2.11,4,1,2022,49.31,661.36
1.4,3,1,1990,17.08,152.94
2.57,5,1,2014,9.33,973.47
2.92,1,3,2005,14.77,415.77
1.73,3,2,2008,38.81,646.56
4.75,5,1,1969,48.56,869.29
1.85,2,2,1999,23.24,118.63
4.54,6,1,1983,10.97,444.29
3.74,2,1,1972,24.28,578.33
4.84,2,1,1973,45.15,272.37
0.12,1,3,2008,22.61,918.91
4.35,3,1,2012,44.17,989.4
0.36,6,4,1953,13.95,504.4
1.24,3,4,1959,48.26,664.06
3.47,5,1,1951,22.2,394.23
4.69,1,2,1994,46.61,787.61
2.97,5,1,1980,36.26,139.32
3.43,1,3,1964,39.24,607.0
1.43,2,1,1959,4.98,947.91
0.44,4,3,1953,3.0,800.83
4.16,2,3,1993,9.35,690.86
2.87,1,2,1957,33.61,964.5
1.79,6,4,2009,36.32,747.73
0.32,6,2,1975,44.95,607.95
4.34,6,3,1978,6.85,795.12
0.58,6,3,1997,17.23,127.39
1.55,2,1,1992,19.07,56.2
1.19,3,1,1983,47.23,878.4
1.73,5,4,2017,47.48,800.97
1.79,1,3,1951,36.09,461.37
2.85,1,4,1954,16.93,766.54
3.82,6,1,2006,48.15,890.65
2.62,6,3,2012,8.65,837.84
0.1,3,3,1990,48.78,470.65
4.12,3,3,1994,4.76,577.67
1.74,6,2,1975,7.8,696.2
4.84,1,1,2010,19.37,706.23
0.72,1,3,2017,22.86,297.23
4.84,6,1,1992,9.89,639.77
0.18,1,1,1976,35.64,337.18
2.7,2,1,2016,5.28,795.14
4.06,2,4,2005,11.7,528.95
2.35,5,1,1977,36.67,250.7
0.39,3,1,2000,10.46,27.26
3.02,3,1,1956,31.17,238.83
4.85,2,1,1962,38.36,680.64
2.48,5,1,1996,33.9,116.02
0.69,3,1,1978,19.22,196.44
4.55,3,1,2022,27.14,96.61
1.4,6,2,1979,1.38,397.03
3.67,1,4,1981,48.31,583.57
1.88,3,2,1951,21.91,345.3
0.25,1,2,2003,35.99,525.3
1.41,6,1,1998,19.99,20.32
1.44,6,1,2006,15.17,914.72
4.66,5,4,2012,21.26,285.7
2.5,4,2,1995,9.82,811.98
3.59,2,4,2005,12.76,736.51
0.38,4,4,1960,7.36,281.51
0.46,3,4,1983,4.34,705.46
3.01,1,3,1998,30.79,635.39
0.72,4,1,1953,46.03,871.06
3.58,2,1,1954,36.92,102.02
4.76,6,3,1975,29.79,865.28
4.99,6,2,1952,21.32,896.58
4.53,3,4,2019,7.77,750.01
1.59,2,4,1999,40.97,137.68
2.43,5,3,2012,20.93,488.92
4.47,2,1,2022,26.94,640.65
0.95,6,1,2014,18.03,327.46
1.87,3,3,2020,10.93,519.59
0.98,5,1,1992,11.64,692.19
4.5,3,2,1992,10.48,759.78
0.41,4,4,1972,10.49,829.02
4.63,3,4,1965,44.97,946.27
4.36,3,3,2014,15.93,834.06
2.59,3,4,2022,4.01,883.58
1.9,3,3,1973,43.62,643.95
0.84,3,2,2015,29.59,73.62
0.29,5,2,1960,19.56,178.11
0.97,6,3,1987,20.73,722.2
3.2,6,1,1961,32.37,680.08
3.28,6,1,1980,47.79,758.95
0.53,2,3,2008,35.5,977.0
0.16,4,2,1992,24.52,499.85
1.42,5,2,1987,4.87,915.38
0.95,5,2,1976,16.57,642.7
4.0,4,1,1999,37.15,898.43
0.12,6,1,1972,42.67,581.64
2.57,6,2,2014,29.04,636.92
0.36,4,4,1974,44.2,309.89
4.04,5,4,2015,28.74,91.11
2.35,4,2,2014,39.64,415.76
4.26,4,1,1978,32.57,836.33
3.74,5,4,1993,41.96,403.77
4.09,3,3,1979,3.87,688.38
1.3,6,4,1954,7.98,263.73
4.03,4,1,2021,40.54,168.14
0.8,1,3,1971,40.31,769.0
0.86,6,2,2017,44.8,828.43
0.31,5,3,1976,10.06,653.67
3.66,5,3,1986,26.99,508.12
0.26,2,1,1973,16.09,863.88
1.44,4,4,1954,36.08,311.3
4.07,4,4,2004,21.06,565.76
4.37,6,4,1983,45.8,560.38
1.3,5,3,1983,1.38,760.43
0.22,1,3,1991,1.84,308.11
3.4,6,2,1960,16.91,647.3
1.39,4,2,2013,15.64,710.96
4.08,1,3,1996,14.65,915.12
4.33,5,4,1983,45.74,238.51
3.48,2,1,2004,42.74,461.41
3.56,3,1,1958,47.48,494.0
3.65,1,3,2002,10.76,479.68
0.18,3,1,1972,5.68,119.39
2.7,1,4,1970,43.99,223.42
2.9,5,2,2016,29.12,93.87
0.2,1,3,2017,18.05,517.21
3.05,1,1,1984,11.12,583.71
1.41,6,3,1972,3.71,523.11
3.64,5,2,1962,30.3,342.76
3.1,2,4,2009,28.12,701.0
2.29,1,4,1976,46.18,742.77
4.4,3,3,1973,38.49,341.79
0.93,3,1,1978,9.91,593.42
0.49,2,2,1959,19.5,945.13
4.97,6,2,1951,20.27,709.73
2.85,6,2,1956,25.24,641.1
1.66,1,1,1975,21.13,205.65
1.14,4,2,1988,15.29,264.23
2.22,1,3,1997,32.77,960.8
0.32,5,4,1982,43.34,545.41
4.96,6,1,1981,37.81,391.86
4.58,1,1,1985,47.21,306.3
3.25,5,4,1999,30.74,555.64
4.53,1,1,2004,46.15,255.17
3.31,3,2,2004,23.56,138.5
4.4,2,4,1975,11.42,168.34
0.4,3,3,1980,37.53,981.62
0.91,6,3,1954,22.19,714.84
3.67,3,4,1960,47.47,538.15
0.43,1,1,1957,20.15,770.45
4.05,1,1,1952,12.37,798.25
1.35,5,1,1979,6.33,36.73
2.32,4,4,1972,34.69,243.52
0.2,1,3,2022,45.55,826.43
2.32,3,2,2013,47.35,69.61
4.54,2,2,1967,14.04,131.19
3.31,1,4,2004,11.1,72.16
0.95,4,4,2013,40.55,614.08
0.98,5,1,1994,10.95,763.35
2.34,3,1,1961,22.81,15.09
4.74,4,3,1958,14.05,385.88
0.2,4,3,1991,42.21,348.31
1.26,5,2,2004,27.41,630.17
2.89,3,1,1994,37.41,614.28
1.67,1,4,1981,14.19,778.81
4.03,6,4,1973,37.7,350.55
1.12,3,3,1976,6.9,115.26
3.17,5,4,2002,7.85,218.47
4.51,6,2,1953,32.73,80.18
2.59,5,4,1984,36.11,325.02
4.47,4,4,2002,3.14,656.24
2.87,2,2,1978,8.16,515.58
0.4,4,3,2004,39.81,893.38
1.35,3,1,1960,47.8,60.25
0.74,2,3,1979,13.39,631.32
2.73,6,4,1952,33.74,877.87
4.42,3,4,1966,26.89,709.74
1.87,4,2,2005,2.82,309.39
0.97,5,4,2005,23.96,19.06
4.33,6,2,1999,40.08,542.59
3.11,6,2,2000,34.21,843.14
2.18,1,1,1954,1.76,503.69
1.02,2,4,1969,1.75,394.63
4.47,5,4,1971,17.82,602.1
4.73,6,4,1981,30.33,54.31
4.63,3,3,1980,37.69,903.51
4.16,5,4,1951,11.55,667.78
0.62,1,4,1980,31.47,514.62
2.73,5,1,1956,44.04,63.73
4.03,6,1,1955,12.29,876.26
3.7,3,2,2022,49.81,233.14
1.97,6,1,1976,49.4,636.6
0.35,6,4,2006,10.61,649.09
4.59,4,1,2016,27.78,759.2
1.28,1,4,2019,16.99,799.12
0.62,3,4,2019,15.03,637.83
1.83,6,3,1987,15.65,681.93
1.85,3,2,1976,3.47,166.05
4.66,1,3,1962,43.91,735.11
1.91,1,1,1974,23.45,672.32
4.06,5,3,2001,14.25,224.52
2.58,5,2,2009,14.37,380.71
0.71,2,3,2011,33.35,29.75
2.6,5,3,1970,29.67,803.59
2.47,1,1,1986,40.97,641.42
1.09,3,1,2017,34.33,310.68
2.37,1,4,2009,40.91,388.43
0.42,2,3,1959,16.42,326.77
3.04,4,4,1986,33.73,702.49
1.9,1,2,1955,25.54,485.61
0.51,6,4,2014,21.68,890.14
3.29,6,3,1960,44.97,430.09
2.48,2,2,2004,15.67,92.11
4.6,4,3,1994,22.86,245.36
4.4,4,1,1981,36.88,33.03
0.49,4,3,1992,13.52,514.94
0.74,4,1,2013,24.66,579.23
1.27,1,1,2016,24.69,245.7
3.82,5,4,2020,38.67,232.38
3.85,2,1,1977,47.55,625.07
1.63,5,2,1968,25.91,441.23
4.4,3,4,1991,31.82,231.07
0.23,6,1,1964,29.85,894.53
3.09,4,2,1972,40.0,463.77
3.8,1,4,2002,2.88,538.76
1.19,2,2,1954,5.16,533.43
4.28,2,2,1979,7.61,764.31
1.7,4,4,2012,33.17,495.01
3.23,2,4,1987,47.56,710.12
0.17,5,2,1967,23.65,964.07
0.14,4,2,1977,16.03,205.05
2.36,3,4,2005,8.86,89.26
0.91,4,3,2015,19.46,945.95
2.7,1,4,2010,47.04,497.46
3.28,6,2,1998,32.17,39.66
3.67,5,1,2007,22.13,367.84
4.84,2,2,1987,40.65,852.23
4.26,2,2,1956,48.73,869.62
4.65,1,2,1985,25.09,756.47
0.29,5,1,1953,22.32,979.75
0.65,3,2,1966,42.46,614.27
0.97,1,2,1979,40.3,343.19
3.84,1,2,2007,47.69,877.72
4.04,2,1,1965,5.8,831.98
2.81,3,2,1966,41.99,67.52
4.54,5,4,1986,31.0,843.33
3.27,5,1,1966,49.79,66.41
1.15,6,1,2005,17.76,742.76
4.83,2,2,1961,24.56,105.04
0.55,6,2,2020,4.59,418.88
0.79,2,1,1957,15.89,797.08
1.73,5,2,1971,36.71,919.8
0.61,4,1,2015,13.24,405.56
3.77,5,4,2016,49.58,400.61
3.6,2,2,1997,1.95,760.34
3.58,2,4,2011,13.86,952.15
0.78,6,2,1989,24.17,627.42
2.57,5,1,1968,49.17,939.18
0.41,1,2,1993,31.49,150.23
3.95,4,2,1976,24.05,190.39
0.32,1,1,1951,48.23,830.03
1.25,2,3,1965,40.66,522.04
3.87,2,3,1992,21.49,493.72
4.56,4,4,1971,25.72,569.71
3.15,5,4,1958,38.4,541.93
3.79,2,4,1978,48.62,575.59
4.9,6,3,1973,1.09,689.33
4.26,1,4,1997,26.08,324.06
4.81,5,3,1997,31.92,280.89
2.44,5,3,1973,47.68,678.93
3.38,3,3,1972,3.69,404.37
2.25,5,3,1953,28.75,925.57
3.47,3,3,1950,43.14,60.96
2.25,5,2,1976,10.34,699.3
3.28,2,4,2015,48.36,936.96
4.44,6,2,1966,48.37,150.78
1.07,1,4,2001,15.02,329.37
0.57,6,3,1974,37.18,388.76
1.11,1,2,1955,24.99,538.49
4.02,4,3,2005,6.45,845.64
1.36,4,1,1996,11.45,110.23
4.61,6,4,1976,31.52,982.44
4.37,3,4,1979,5.85,911.27
4.45,2,1,2009,31.6,904.64
3.63,6,4,1954,40.57,59.69
3.93,2,4,1970,23.27,407.84
1.18,4,1,2010,40.16,465.23
1.05,4,3,2019,35.46,936.85
2.65,5,4,1965,10.14,37.69
3.04,2,4,1968,33.12,412.81
4.21,5,2,1990,43.67,749.1
1.9,6,3,1969,2.71,723.16
2.86,1,1,2013,16.98,786.05
2.23,1,4,2005,23.84,263.64
2.43,2,3,1966,34.27,44.31
3.08,2,3,1982,40.23,568.48
0.56,3,3,1972,36.38,948.48
4.03,4,2,1981,1.49,161.1
0.38,2,3,1979,33.53,501.83
2.03,1,2,2009,21.88,510.12
2.46,1,2,2018,42.1,845.2
2.33,1,3,2006,36.09,797.42
3.13,1,1,1958,20.13,546.99
3.2,2,3,1976,45.7,171.97
3.19,2,3,2015,8.85,354.03
1.11,3,3,2018,45.92,470.35
3.58,2,1,1992,43.68,919.29
3.89,3,3,2013,33.88,176.47
2.37,3,1,1964,48.94,919.7
1.14,3,3,2008,48.24,487.93
3.45,6,3,1997,49.96,621.75
3.81,6,3,1992,20.58,238.59
2.83,4,3,1978,10.25,18.73
3.42,6,1,2022,1.47,917.28
2.55,3,2,1980,21.52,586.95
0.26,5,3,2014,17.42,482.62
0.99,3,4,2022,44.88,37.29
1.23,1,3,1984,39.58,637.28
1.09,2,2,1956,27.16,888.35
4.25,4,2,2005,2.78,553.69
0.75,3,3,2018,28.03,360.19
1.98,1,3,1990,4.45,279.64
0.13,5,2,2007,46.39,67.16
2.43,3,3,1989,38.86,452.3
5.0,6,2,2018,34.04,895.2
3.74,6,2,1977,43.77,320.65
4.49,5,2,1994,27.36,385.85
1.23,2,2,2003,31.16,825.14
3.83,4,2,1977,21.09,28.28
1.84,4,4,2010,27.36,465.28
0.13,6,2,1950,1.81,901.42
0.37,6,2,2014,13.49,980.82
4.0,1,3,1999,2.6,550.47
1.11,4,1,1996,1.65,994.86
2.64,5,1,2010,42.54,701.82
1.21,5,4,1951,41.46,293.57
3.97,1,1,1967,25.01,572.48
1.39,1,2,1992,3.67,402.97
1.31,4,1,1979,7.1,305.97
0.51,2,4,2005,1.12,764.6
3.13,2,3,1962,40.48,427.4
1.54,6,1,1956,23.74,206.94
2.53,2,1,2005,18.31,686.27
0.88,3,2,1971,42.55,817.98
0.77,3,3,2006,38.54,85.22
3.21,4,2,1978,36.05,493.37
4.75,3,2,1987,10.86,147.83
0.52,1,4,1990,16.56,692.92
3.27,5,4,2006,19.65,135.34
0.88,6,3,1992,34.18,67.09
4.35,6,1,2019,11.44,448.73
0.87,6,4,1954,43.04,413.73
3.07,3,2,2022,16.44,902.22
0.27,2,3,2008,32.36,727.75
0.83,1,2,1954,44.18,54.86
0.43,4,1,2020,29.63,807.11
4.64,2,4,1966,25.69,633.65
1.47,4,3,1990,11.67,982.55
1.02,2,1,1962,15.99,386.59
4.37,5,4,1989,46.79,833.61
0.43,3,1,1994,37.1,902.99
0.21,1,1,1989,44.44,555.85
0.63,1,1,1997,35.11,501.56
4.65,1,4,1969,26.72,814.32
1.51,5,2,2011,12.0,184.65
0.25,3,1,2008,49.09,478.62
2.04,5,3,2003,33.24,855.84
2.65,3,2,2019,43.79,128.11
0.98,6,4,1981,44.44,521.5
1.86,4,1,1968,1.35,767.19
2.72,2,3,1957,37.92,152.76
3.49,1,1,1987,37.08,527.04
4.63,4,3,1990,9.41,717.18
3.12,6,1,1991,7.09,317.11
1.91,6,4,1992,23.23,464.51
3.83,2,3,2019,9.45,243.78
4.05,1,4,1977,40.26,998.7
0.94,2,2,1988,19.69,244.92
2.31,5,2,1967,25.02,983.46
4.24,3,1,2004,30.41,254.67
4.67,6,2,2001,39.04,314.65
4.56,2,1,1994,35.04,679.43
3.19,4,4,1950,5.44,397.57
4.91,5,3,2010,37.91,677.07
2.83,2,3,2015,12.54,331.27
0.9,1,4,2007,5.18,744.47
1.32,5,2,1976,49.81,207.27
4.7,2,3,1996,34.95,103.58
4.21,6,2,1952,8.69,739.81
2.56,2,4,2000,15.26,367.79
3.33,1,4,1955,13.89,126.51
4.77,4,2,1951,32.23,348.02
2.73,3,1,2021,49.52,378.98
2.8,1,4,1955,38.48,336.81
4.6,2,4,1980,28.95,688.93
2.36,6,2,1965,12.85,385.01
1.86,6,1,1985,44.11,623.38
1.74,3,2,2007,35.21,411.22
3.9,2,2,1987,14.25,140.94
3.34,3,2,1953,13.61,839.42
1.75,4,1,1962,10.98,395.71
0.61,4,3,1954,18.23,510.1
3.32,2,1,2009,13.22,286.38
2.03,4,4,1984,13.04,613.76
3.52,6,3,1980,14.49,392.54
4.42,5,2,1968,5.37,971.69
2.56,1,4,1994,41.56,978.79
2.73,3,3,2014,21.82,703.25
1.4,5,2,2003,8.99,543.12
0.52,5,4,1987,37.85,993.86
3.8,6,2,2001,1.77,501.83
1.85,4,3,1979,27.2,270.29
0.61,1,4,1950,31.05,600.81
4.14,1,3,2016,4.46,422.59
2.96,2,1,1969,5.93,527.72
0.83,1,1,1967,49.75,63.44
2.81,2,3,1986,20.16,494.39
0.75,2,2,1971,38.74,524.94
0.43,5,1,2010,8.54,62.06
1.01,2,4,1993,16.28,599.82
0.93,3,4,1987,48.51,590.95
0.72,1,4,2006,8.45,832.51
4.74,3,2,1962,38.79,356.14
4.12,2,1,1997,27.39,365.22
4.6,4,2,1986,11.15,233.43
3.25,2,1,1980,16.71,641.7
2.39,2,4,2015,23.94,204.26
3.81,1,3,2008,31.5,556.78
2.41,2,1,1974,43.93,553.12
4.16,2,4,1968,49.77,939.31
4.97,4,2,1957,21.97,624.91
0.81,2,3,1975,18.1,964.01
1.92,4,2,1960,4.84,34.95
0.31,6,3,2007,15.88,945.97
4.9,6,4,1952,24.55,831.08
4.99,1,4,1999,38.78,647.57
1.62,6,2,1986,45.93,672.16
1.21,3,4,2013,6.4,906.16
1.64,5,2,2021,11.81,564.54
0.38,4,4,1995,17.32,589.88
2.43,5,4,1981,33.02,634.93
4.38,1,2,1978,46.94,986.99
2.11,2,4,2011,14.56,660.83
3.57,3,2,1966,48.37,148.12
3.72,6,4,2011,42.2,303.62
3.48,5,4,1968,11.39,686.69
3.23,5,3,2005,24.97,638.24
1.22,4,1,1964,30.65,623.54
4.99,1,4,1996,48.19,846.18
3.91,5,2,1997,12.16,497.25
0.37,2,4,1982,20.01,419.53
4.85,1,4,1993,4.69,447.45
0.8,3,3,2005,25.01,749.51
0.98,6,3,2015,28.48,822.11
0.38,4,4,1966,38.61,115.94
4.74,4,1,2016,3.15,650.47
0.21,4,3,1985,37.1,890.7
3.99,1,4,2011,36.29,624.94
1.76,1,4,1966,13.59,276.81
3.33,4,3,2022,31.89,493.24
0.66,6,2,1950,16.56,254.12
3.75,6,1,1990,16.81,990.62
3.88,1,2,2022,10.34,997.36
3.15,4,2,1991,9.37,903.79
0.14,3,4,2003,45.09,736.25
1.87,3,1,1979,8.42,48.23
1.32,2,3,1986,41.31,677.88
4.1,6,1,1951,18.43,751.3
1.63,4,3,2008,24.02,340.32
2.94,4,1,1987,19.77,497.34
1.47,6,1,1955,2.91,352.44
3.24,2,2,1977,32.5,297.19
3.02,2,4,2008,11.27,485.55
3.94,3,3,1959,47.7,357.78
4.95,3,1,1959,16.83,967.86
4.95,3,1,1968,48.29,769.6
2.39,2,3,1988,36.13,235.48
2.6,1,1,1958,9.5,895.47
3.62,1,4,1980,9.73,410.87
1.13,6,2,1959,7.14,246.16
1.42,4,4,2021,37.41,569.57
3.19,2,1,1970,6.57,573.28
0.53,2,3,1996,31.23,562.2
2.32,4,3,1964,41.06,456.16
2.17,2,1,2004,15.89,947.17
0.39,4,1,1988,22.03,842.51
3.43,3,4,1973,35.53,400.45
1.47,2,1,1999,9.26,916.02
3.85,2,2,1952,27.19,736.91
2.52,5,2,2005,34.74,267.05
4.28,3,1,1972,38.23,399.07
0.44,6,1,1980,25.31,461.87
0.88,1,1,1980,4.46,549.56
4.55,5,2,2022,3.4,814.25
3.63,3,1,1999,41.42,609.25
2.95,5,4,1991,19.4,430.11
2.43,4,4,2011,17.64,873.53
3.04,4,4,1977,48.47,285.99
0.38,6,4,1952,6.95,140.43
4.85,4,2,2020,14.33,521.96
0.51,2,3,1964,12.07,60.86
4.0,3,2,1978,17.55,753.79
3.54,2,2,2013,35.26,892.66
2.51,2,2,2019,13.93,890.24
1.24,3,2,1964,39.77,671.39
1.11,2,2,2017,35.34,25.54
0.14,5,1,2017,43.63,880.89
1.3,4,3,1950,38.61,918.58
4.4,5,4,1974,3.25,243.2
1.91,5,3,1950,46.74,202.81
1.52,5,4,2011,43.57,591.77
3.56,6,1,1986,41.95,965.94
1.16,2,2,1954,22.08,784.77
0.52,6,1,2006,32.46,116.55
1.08,1,1,2017,37.83,717.75
0.68,3,4,1954,22.76,841.48
2.82,4,3,1972,42.16,531.22
3.3,4,4,2009,14.95,832.1
2.22,6,2,1967,5.1,406.11
0.8,2,1,2001,7.4,303.31
2.35,5,1,2006,32.69,580.96
0.92,6,4,2006,8.24,980.17
0.75,4,1,1974,24.61,355.11
3.95,2,3,1990,26.3,170.09
2.56,3,4,2011,38.42,416.19
1.5,4,1,2004,28.02,503.98
3.27,5,4,1991,26.46,297.29
1.0,2,1,1986,11.61,931.2
2.38,3,3,1987,42.29,70.95
2.3,6,1,1969,3.18,916.18
0.19,1,2,1981,38.11,262.57
4.93,4,3,2021,21.5,12.61
4.29,1,1,2013,1.98,402.23
3.75,6,2,1951,31.88,683.94
4.86,4,4,1978,11.63,506.05
0.65,3,3,1973,37.94,215.95
4.9,5,3,1951,13.28,337.48
3.92,5,4,1994,11.63,350.81
2.11,6,1,1958,46.35,241.64
4.27,4,3,2005,44.83,329.69
4.92,6,4,1956,43.77,692.25
2.68,5,2,1989,42.17,583.92
2.09,2,4,1990,23.63,494.69
2.65,6,3,2015,44.81,943.36
0.68,5,4,1982,30.2,465.08
0.25,6,2,1961,21.0,283.59
3.68,3,1,1982,49.9,601.44
2.04,5,1,2004,44.48,837.95
2.58,5,2,1951,23.41,444.18
4.73,2,4,1976,41.15,819.43
2.66,6,3,1999,29.99,470.8
3.1,3,2,1972,18.09,315.24
2.94,6,3,2007,37.22,624.17
1.37,3,1,1974,6.2,638.72
2.21,3,1,1950,5.06,607.18
3.57,5,1,1971,7.37,44.83
3.5,3,2,1979,28.88,642.71
1.82,5,2,2000,2.94,244.52
3.48,1,3,2008,39.63,683.87
0.32,5,4,2000,48.18,119.83
4.84,3,2,1966,24.69,549.92
1.28,5,2,2011,38.51,60.39
1.42,2,4,1953,36.77,489.94
4.78,3,1,1972,12.84,820.46
1.58,2,3,1998,23.22,626.26
